pesticide_name	food_type	limi_mg_kg
사이클라닐리프롤	당근	0.07
사이클라닐리프롤	대두	0.05
사이클라닐리프롤	대추	0.5
사이클라닐리프롤	대추(건조)	1
사이클라닐리프롤	들깨	0.2
사이클라닐리프롤	들깻잎	10
사이클라닐리프롤	딸기	0.2
사이클라닐리프롤	레몬	0.5
사이클라닐리프롤	마	0.05
사이클라닐리프롤	마(건조)	0.05
사이클라닐리프롤	마늘	0.05
사이클라닐리프롤	매실	0.7
사이클라닐리프롤	멜론	0.2
사이클라닐리프롤	무(뿌리)	0.2
사이클라닐리프롤	무(잎)	7
사이클라닐리프롤	무화과	0.05
사이클라닐리프롤	미나리	1.5
사이클라닐리프롤	밀	0.05
사이클라닐리프롤	배추	0.2
사이클라닐리프롤	보리	0.03
사이클라닐리프롤	복분자	0.8
사이클라닐리프롤	브로콜리	1.5
사이클라닐리프롤	블루베리	1.5
사이클라닐리프롤	비트(뿌리)	0.15
사이클라닐리프롤	상추	20
사이클라닐리프롤	수박	0.1
사이클라닐리프롤	수수	0.1
사이클라닐리프롤	순무	0.15
사이클라닐리프롤	시금치	10
사이클라닐리프롤	쌀	0.05
사이클라닐리프롤	아로니아	2
사이클라닐리프롤	알	0.01
사이클라닐리프롤	야콘	0.03
사이클라닐리프롤	양배추	0.7
사이클라닐리프롤	양상추	20
사이클라닐리프롤	엇갈이배추	0.5
사이클라닐리프롤	엽경채류	0.5
사이클라닐리프롤	엽채류	5
사이클라닐리프롤	오디	0.7
사이클라닐리프롤	오렌지	0.5
사이클라닐리프롤	오이	0.2
사이클라닐리프롤	옥수수	0.05
사이클라닐리프롤	올리브(열매)	1
사이클라닐리프롤	완두	0.05
사이클라닐리프롤	우엉	0.2
사이클라닐리프롤	원추리	10
사이클라닐리프롤	유	0.01
사이클라닐리프롤	유자	0.5
사이클라닐리프롤	인과류	0.4
사이클라닐리프롤	차즈기(잎)	10
사이클라닐리프롤	참외	0.1
사이클라닐리프롤	치커리	6
사이클라닐리프롤	치커리(뿌리)	0.15
사이클라닐리프롤	토란	0.07
사이클라닐리프롤	토마토	0.7
사이클라닐리프롤	파	0.5
사이클라닐리프롤	패션프루트	0.5
사이클라닐리프롤	포도	0.9
사이클라닐리프롤	포유류고기	0.05
사이클라닐리프롤	포유류부산물	0.2
사이클라닐리프롤	포유류지방	0.25
사이클라닐리프롤	풋콩	0.3
사이클라닐리프롤	피망	1
사이클라닐리프롤	핵과류	0.9
사이클라닐리프롤	호박	0.09
사이클라닐리프롤	호프	2
사이클로뷰트리플루람	배추	0.03
사이클로뷰트리플루람	수박	0.03
사이클로뷰트리플루람	엇갈이배추	0.03
사이클로뷰트리플루람	오이	0.03
사이클로뷰트리플루람	참외	0.03
사이클로뷰트리플루람	토마토	0.03
사이클로설파뮤론	쌀	0.1
사이퍼메트린	가지	0.05
사이퍼메트린	감	1
사이퍼메트린	감귤	2
사이퍼메트린	감귤류	0.3
사이퍼메트린	감자	0.05
사이퍼메트린	갓	6
사이퍼메트린	건삼	0.1
사이퍼메트린	견과류	0.05
사이퍼메트린	고구마	0.05
사이퍼메트린	고추	0.5
사이퍼메트린	고추(건조)	2
사이퍼메트린	고추냉이(뿌리)	0.05
사이퍼메트린	고춧잎	3
사이퍼메트린	과일류	2
사이퍼메트린	구기자(건조)	5
사이퍼메트린	귀리	2
사이퍼메트린	당근	0.05
사이퍼메트린	대두	0.05
사이퍼메트린	대추	0.7
사이퍼메트린	두류	0.05
사이퍼메트린	둥굴레(뿌리)	0.03
사이퍼메트린	둥굴레(잎)	20
사이퍼메트린	들깻잎	15
사이퍼메트린	땅콩	0.05
사이퍼메트린	레몬	1.5
사이퍼메트린	마늘	0.05
사이퍼메트린	망고	0.1
사이퍼메트린	멜론	0.05
사이퍼메트린	무(뿌리)	0.07
사이퍼메트린	무(잎)	5
사이퍼메트린	민트	2
사이퍼메트린	밀	2
사이퍼메트린	밤	0.05
사이퍼메트린	방울다다기양배추	1
사이퍼메트린	배	0.5
사이퍼메트린	배추	2
사이퍼메트린	보리	2
사이퍼메트린	복분자	0.5
사이퍼메트린	복숭아	1
사이퍼메트린	브로콜리	0.3
사이퍼메트린	블루베리	0.8
사이퍼메트린	비트(뿌리)	0.2
사이퍼메트린	사과	1
사이퍼메트린	사탕무	0.05
사이퍼메트린	살구	2
사이퍼메트린	상추	10
사이퍼메트린	생강	0.05
사이퍼메트린	소두구(열매)	3
사이퍼메트린	수박	0.03
사이퍼메트린	수삼	0.1
사이퍼메트린	수수	1
사이퍼메트린	순무	0.05
사이퍼메트린	시금치	5
사이퍼메트린	쌀	0.3
사이퍼메트린	쑥	15
사이퍼메트린	쑥갓	5
사이퍼메트린	아로니아	1.5
사이퍼메트린	양배추	1
사이퍼메트린	양상추	10
사이퍼메트린	양송이버섯	0.05
사이퍼메트린	양파	0.05
사이퍼메트린	엇갈이배추	5
사이퍼메트린	엽경채류	3
사이퍼메트린	엽채류	5
사이퍼메트린	오디	1.5
사이퍼메트린	오이	0.2
사이퍼메트린	옥수수	0.05
사이퍼메트린	용안	1
사이퍼메트린	우엉	0.05
사이퍼메트린	유자	1.5
사이퍼메트린	유지종실류	0.1
사이퍼메트린	유채	6
사이퍼메트린	인삼농축액	0.3
사이퍼메트린	자두	0.3
사이퍼메트린	조	0.5
사이퍼메트린	차	15
사이퍼메트린	차즈기(잎)	15
사이퍼메트린	참깨	0.07
사이퍼메트린	참나물	5
사이퍼메트린	체리	1
사이퍼메트린	취나물	7
사이퍼메트린	커피원두	0.05
사이퍼메트린	케일	6
사이퍼메트린	콜라비	0.05
사이퍼메트린	키위	0.5
사이퍼메트린	토마토	0.15
사이퍼메트린	파	1
사이퍼메트린	파(건조)	20
사이퍼메트린	팥	0.03
사이퍼메트린	포도	0.5
사이퍼메트린	표고버섯	0.2
사이퍼메트린	풋마늘	2
사이퍼메트린	풋콩	0.2
사이퍼메트린	피망	0.5
사이퍼메트린	향신씨	0.05
사이퍼메트린	향신열매	0.05
사이퍼메트린	허브류(생)	3
사이퍼메트린	호두	0.05
사이퍼메트린	호박	0.05
사이퍼메트린	홍삼	0.1
사이퍼메트린	홍삼농축액	0.3
사이프로디닐	가금류고기	0.01
사이프로디닐	가금류부산물	0.01
사이프로디닐	가금류지방	0.01
사이프로디닐	감	1
사이프로디닐	감귤	1
사이프로디닐	강낭콩	0.2
사이프로디닐	건삼	2
사이프로디닐	딸기	1
사이프로디닐	레몬	1
사이프로디닐	망고	0.5
사이프로디닐	배	1
사이프로디닐	복분자	10
사이프로디닐	복숭아	2
사이프로디닐	블루베리	4
사이프로디닐	사과	1
사이프로디닐	석류	5
사이프로디닐	수삼	2
사이프로디닐	아로니아	7
사이프로디닐	아몬드	0.02
사이프로디닐	알	0.01
사이프로디닐	엽경채류	15
사이프로디닐	엽채류	15
사이프로디닐	오미자	5
사이프로디닐	오미자(건조)	10
사이프로디닐	완두	0.3
사이프로디닐	유	0.01
사이프로디닐	인삼농축액	5
사이프로디닐	자두	0.5
사이프로디닐	체리	7
사이프로디닐	키위	3
사이프로디닐	포도	5
사이프로디닐	포유류고기	0.01
사이프로디닐	포유류부산물	0.01
사이프로디닐	포유류지방	0.01
사이프로디닐	풋콩	1
사이프로디닐	홍삼	2
사이프로디닐	홍삼농축액	5
사이프로코나졸	가금류고기	0.01
사이프로코나졸	가금류부산물	0.01
사이프로코나졸	가금류지방	0.01
사이프로코나졸	감	0.2
사이프로코나졸	대두	0.05
사이프로코나졸	밀	0.08
사이프로코나졸	배	0.1
사이프로코나졸	사과	0.1
사이프로코나졸	알	0.01
사이프로코나졸	유	0.01
사이프로코나졸	커피원두	0.09
사이프로코나졸	포유류고기	0.02
사이프로코나졸	포유류부산물	0.5
사이플루메토펜	가지	1
사이플루메토펜	감	0.2
사이플루메토펜	감귤	0.5
사이플루메토펜	감귤류	0.3
사이플루메토펜	갯기름나물	40
사이플루메토펜	고추	1
사이플루메토펜	구기자	0.7
사이플루메토펜	구기자(건조)	1
사이플루메토펜	근대	10
사이플루메토펜	당귀(잎)	40
사이플루메토펜	당근	0.05
사이플루메토펜	대두	0.05
사이플루메토펜	대추	1.5
사이플루메토펜	대추(건조)	3
사이플루메토펜	동부	0.05
사이플루메토펜	두릅	5
사이플루메토펜	들깨	0.7
사이플루메토펜	들깻잎	40
사이플루메토펜	딸기	2
사이플루메토펜	땅콩	0.03
사이플루메토펜	마늘	0.04
사이플루메토펜	망고	0.07
사이플루메토펜	매실	0.7
사이플루메토펜	머위	30
사이플루메토펜	멜론	1
사이플루메토펜	모시풀	5
사이플루메토펜	무(뿌리)	0.07
사이플루메토펜	무(잎)	20
사이플루메토펜	바나나	5
사이플루메토펜	배	1
사이플루메토펜	복분자	1
사이플루메토펜	복숭아	1
사이플루메토펜	부추	10
사이플루메토펜	블루베리	1
사이플루메토펜	비름나물	40
사이플루메토펜	비트(뿌리)	0.2
사이플루메토펜	비트(잎)	25
사이플루메토펜	사과	0.5
사이플루메토펜	산초(열매)	1
사이플루메토펜	살구	1
사이플루메토펜	삼채	15
사이플루메토펜	상추	30
사이플루메토펜	셀러리	5
사이플루메토펜	수박	1
사이플루메토펜	시금치	20
사이플루메토펜	신선초	40
사이플루메토펜	아로니아	1
사이플루메토펜	아욱	40
사이플루메토펜	양상추	30
사이플루메토펜	어수리	20
사이플루메토펜	여주	0.7
사이플루메토펜	엽경채류	10
사이플루메토펜	오미자	0.7
사이플루메토펜	오이	0.05
사이플루메토펜	옥수수	0.05
사이플루메토펜	완두	0.03
사이플루메토펜	우엉	0.3
사이플루메토펜	우엉잎	5
사이플루메토펜	유자	1
사이플루메토펜	자두	0.1
사이플루메토펜	차	2
사이플루메토펜	차즈기(잎)	40
사이플루메토펜	참나물	30
사이플루메토펜	참외	1
사이플루메토펜	체리	0.7
사이플루메토펜	토란	0.05
사이플루메토펜	토란(줄기)	0.5
사이플루메토펜	토마토	1
사이플루메토펜	포도	2
사이플루메토펜	풋콩	0.5
사이플루메토펜	피망	2
사이플루메토펜	호박	0.7
사이플루메토펜	호프	30
사이플루트린	가지	0.05
사이플루트린	감	0.5
사이플루트린	감귤	0.5
사이플루트린	감귤류	0.2
사이플루트린	감자	0.1
사이플루트린	건삼	0.7
사이플루트린	겨자채	0.03
사이플루트린	고구마	0.05
사이플루트린	고구마줄기	0.05
사이플루트린	고추	1
사이플루트린	근대	0.05
사이플루트린	당근	0.05
사이플루트린	대두	0.05
사이플루트린	더덕	0.05
사이플루트린	두류	0.15
사이플루트린	들깨	0.05
사이플루트린	들깻잎	0.05
사이플루트린	마늘	2
사이플루트린	매실	0.3
사이플루트린	면실	0.7
사이플루트린	무(뿌리)	0.05
사이플루트린	무(잎)	0.05
사이플루트린	무화과	0.03
사이플루트린	미나리	0.05
사이플루트린	밀	0.15
사이플루트린	밤	0.05
사이플루트린	배추	2
사이플루트린	복숭아	0.4
사이플루트린	부추	0.05
사이플루트린	브로콜리	0.05
사이플루트린	블루베리	2
사이플루트린	비트(뿌리)	0.03
사이플루트린	비트(잎)	0.03
사이플루트린	사과	0.5
사이플루트린	살구	1
사이플루트린	상추	0.05
사이플루트린	생강	0.05
사이플루트린	수삼	0.1
사이플루트린	수수	2
사이플루트린	순무	0.03
사이플루트린	시금치	0.1
사이플루트린	쑥갓	0.05
사이플루트린	아로니아	2
사이플루트린	아스파라거스	0.03
사이플루트린	앵두	0.7
사이플루트린	양배추	0.05
사이플루트린	양상추	0.05
사이플루트린	양파	0.05
사이플루트린	엇갈이배추	2
사이플루트린	옥수수	0.01
사이플루트린	용과	0.2
사이플루트린	우엉	0.03
사이플루트린	우엉잎	0.03
사이플루트린	인삼농축액	1
사이플루트린	자두	0.15
사이플루트린	차즈기(잎)	0.05
사이플루트린	참깨	0.5
사이플루트린	참나물	0.05
사이플루트린	체리	0.6
사이플루트린	취나물	0.05
사이플루트린	케일	0.05
사이플루트린	토란	0.05
사이플루트린	토란(줄기)	0.05
사이플루트린	파	0.05
사이플루트린	포도	1
사이플루트린	풋마늘	0.05
사이플루트린	풋콩	0.05
사이플루트린	피망	0.5
사이플루트린	호박	0.05
사이플루트린	호박잎	0.05
사이플루트린	홍삼	0.5
사이플루트린	홍삼농축액	0.3
사이플루페나미드	가지	0.3
사이플루페나미드	고추	0.3
사이플루페나미드	구기자	0.1
사이플루페나미드	구기자(건조)	0.3
사이플루페나미드	당귀(잎)	10
사이플루페나미드	딸기	0.5
사이플루페나미드	매실	0.1
사이플루페나미드	박과과채류	0.5
사이플루페나미드	복숭아	0.2
사이플루페나미드	쑥	5
사이플루페나미드	어수리	3
사이플루페나미드	엽경채류	0.5
사이플루페나미드	엽채류	2
사이플루페나미드	오미자(건조)	0.7
사이플루페나미드	인과류	0.2
사이플루페나미드	참깨	0.2
사이플루페나미드	체리	0.6
사이플루페나미드	포도	0.5
사이플루페나미드	피망	0.3
사이플루페나미드	호프	5
사이할로트린	감	0.5
사이할로트린	감귤	0.5
사이할로트린	감귤류	1
사이할로트린	감자	0.05
사이할로트린	강낭콩	0.05
사이할로트린	고구마	0.1
사이할로트린	고추	0.5
사이할로트린	고추(건조)	2
사이할로트린	고춧잎	10
사이할로트린	구기자(건조)	2
사이할로트린	귀리	0.05
사이할로트린	녹두	0.05
사이할로트린	녹차추출물	2
사이할로트린	다래	0.2
사이할로트린	당근	0.03
사이할로트린	대두	0.05
사이할로트린	대추	0.2
사이할로트린	동부	0.05
사이할로트린	두류	0.04
사이할로트린	들깻잎	3
사이할로트린	딸기	0.1
사이할로트린	땅콩	0.05
사이할로트린	마가목(열매)	1
사이할로트린	마늘	0.05
사이할로트린	망고	0.07
사이할로트린	매실	0.5
사이할로트린	메밀	0.2
사이할로트린	멜론	0.05
사이할로트린	면실	0.01
사이할로트린	모과	0.2
사이할로트린	무(뿌리)	0.5
사이할로트린	무(잎)	1
사이할로트린	무화과	0.2
사이할로트린	민트	1
사이할로트린	밀	0.04
사이할로트린	밤	0.5
사이할로트린	방울다다기양배추	0.3
사이할로트린	배	0.5
사이할로트린	배추	0.2
사이할로트린	보리	0.4
사이할로트린	복분자	0.2
사이할로트린	복숭아	0.2
사이할로트린	브로콜리	0.05
사이할로트린	블루베리	0.1
사이할로트린	비트(뿌리)	0.05
사이할로트린	사과	0.5
사이할로트린	살구	0.5
사이할로트린	석류	0.2
사이할로트린	소두구(열매)	2
사이할로트린	수박	0.05
사이할로트린	수삼	0.05
사이할로트린	수수	0.3
사이할로트린	순무	0.05
사이할로트린	쌀	1
사이할로트린	아로니아	2
사이할로트린	앵두	0.5
사이할로트린	양배추	0.2
사이할로트린	양파	0.5
사이할로트린	엇갈이배추	0.5
사이할로트린	엽경채류	0.3
사이할로트린	엽채류	2
사이할로트린	오디	0.5
사이할로트린	오미자(건조)	1.5
사이할로트린	오이	0.5
사이할로트린	옥수수	0.05
사이할로트린	완두	0.05
사이할로트린	용과	0.2
사이할로트린	용안	0.2
사이할로트린	우엉	0.05
사이할로트린	우엉잎	0.7
사이할로트린	유	0.2
사이할로트린	유채씨	0.3
사이할로트린	율무	0.05
사이할로트린	자두	0.1
사이할로트린	조	0.2
사이할로트린	차	2
사이할로트린	참깨	0.05
사이할로트린	참외	0.1
사이할로트린	체리	0.3
사이할로트린	키위	0.2
사이할로트린	파	0.3
사이할로트린	파파야	0.05
사이할로트린	팥	0.2
사이할로트린	포도	1
사이할로트린	포유류고기	0.2
사이할로트린	포유류부산물	0.2
사이할로트린	포유류지방	3
사이할로트린	표고버섯	0.05
사이할로트린	풋마늘	0.05
사이할로트린	풋콩	0.3
사이할로트린	피망	0.5
사이할로트린	해바라기씨	0.5
사이할로트린	향신열매	0.05
사이할로트린	호두	0.05
사이할로트린	호밀	0.04
사이할로트린	호박	0.5
사이할로트린	호박잎	5
사이할로트린	호프	0.7
사이할로포프뷰틸	쌀	0.1
사이헥사틴	가지	0.5
사이헥사틴	감귤	1
사이헥사틴	갯기름나물	30
사이헥사틴	곤달비	10
사이헥사틴	당귀(잎)	30
사이헥사틴	대추	0.4
사이헥사틴	들깻잎	30
사이헥사틴	마늘	0.07
사이헥사틴	매실	0.4
사이헥사틴	머위	15
사이헥사틴	멜론	0.5
사이헥사틴	배	2
사이헥사틴	복분자	1.5
사이헥사틴	복숭아	2
사이헥사틴	블루베리	5
사이헥사틴	비름나물	30
사이헥사틴	비트(뿌리)	0.07
사이헥사틴	비트(잎)	10
사이헥사틴	사과	2
사이헥사틴	살구	0.5
사이헥사틴	삼채	3
사이헥사틴	상추	25
사이헥사틴	신선초	30
사이헥사틴	아로니아	5
사이헥사틴	양상추	25
사이헥사틴	오디	5
사이헥사틴	오미자	0.4
사이헥사틴	유	0.05
사이헥사틴	유가공품	0.05
사이헥사틴	자두	0.05
사이헥사틴	차즈기(잎)	30
사이헥사틴	체리	0.4
사이헥사틴	토란	0.05
사이헥사틴	토란(줄기)	0.2
사이헥사틴	포유류고기	0.2
사이헥사틴	풋마늘	5
사이헥사틴	호박	0.2
사플루페나실	가금류고기	0.01
사플루페나실	가금류부산물	0.01
사플루페나실	가금류지방	0.01
사플루페나실	감	0.02
사플루페나실	감귤류	0.03
사플루페나실	견과류	0.03
사플루페나실	두류	0.3
사플루페나실	망고	0.03
사플루페나실	면실	0.2
사플루페나실	밀	0.5
사플루페나실	바나나	0.03
사플루페나실	밤	0.02
사플루페나실	배	0.03
사플루페나실	보리	0.03
사플루페나실	복숭아	0.03
사플루페나실	사과	0.03
사플루페나실	사탕수수	0.03
사플루페나실	수수	0.03
사플루페나실	쌀	0.03
사플루페나실	알	0.01
사플루페나실	옥수수	0.03
사플루페나실	유	0.01
사플루페나실	유채씨	0.5
사플루페나실	자두	0.03
사플루페나실	체리	0.03
사플루페나실	커피원두	0.03
사플루페나실	포도	0.03
사플루페나실	포유류간	60
사플루페나실	포유류고기	0.01
사플루페나실	포유류부산물	0.5
사플루페나실	포유류지방	0.05
사플루페나실	해바라기씨	0.7
설퍼릴플루오라이드	밀	0.05
설퍼릴플루오라이드	아몬드	0.08
설퍼릴플루오라이드	피스타치오	0.8
설퍼릴플루오라이드	피칸	3
설퍼릴플루오라이드	호두	3
설폭사플로르	가금류고기	0.1
설폭사플로르	가금류부산물	0.3
설폭사플로르	가금류지방	0.03
설폭사플로르	가지	0.2
설폭사플로르	감	0.3
설폭사플로르	감귤	1
설폭사플로르	감자	0.05
설폭사플로르	갯개미자리	5
설폭사플로르	갯기름나물	10
설폭사플로르	건삼	0.05
설폭사플로르	견과류	0.02
설폭사플로르	고구마	0.05
설폭사플로르	고구마줄기	0.05
설폭사플로르	고려엉겅퀴	2
설폭사플로르	고수(잎)	10
설폭사플로르	고추	0.5
설폭사플로르	공심채	15
설폭사플로르	구기자	1.5
설폭사플로르	귀리	0.2
설폭사플로르	근대	10
설폭사플로르	기장	0.2
설폭사플로르	꾸지뽕(열매)	1.5
설폭사플로르	눈개승마	10
설폭사플로르	느타리버섯	0.2
설폭사플로르	당귀(잎)	10
설폭사플로르	당근	0.05
설폭사플로르	대추	0.7
설폭사플로르	대추(건조)	2
설폭사플로르	더덕	0.05
설폭사플로르	도라지	0.05
설폭사플로르	돌나물	10
설폭사플로르	두류	0.2
설폭사플로르	둥굴레(뿌리)	0.03
설폭사플로르	들깨	0.2
설폭사플로르	들깻잎	15
설폭사플로르	딸기	0.5
설폭사플로르	레몬	0.6
설폭사플로르	로즈마리(생)	7
설폭사플로르	마	0.05
설폭사플로르	마늘	0.05
설폭사플로르	망고	0.07
설폭사플로르	매실	0.3
설폭사플로르	머위	20
설폭사플로르	메밀	0.2
설폭사플로르	멜론	0.4
설폭사플로르	면실	0.3
설폭사플로르	모과	0.2
설폭사플로르	무(뿌리)	0.05
설폭사플로르	무(잎)	1
설폭사플로르	무화과	0.7
설폭사플로르	미나리	0.3
설폭사플로르	민들레	15
설폭사플로르	밀	0.08
설폭사플로르	바질	15
설폭사플로르	방울다다기양배추	1.5
설폭사플로르	배	0.4
설폭사플로르	배추	0.2
설폭사플로르	보리	0.4
설폭사플로르	복분자	0.5
설폭사플로르	복숭아	0.5
설폭사플로르	브로콜리	2
설폭사플로르	블루베리	2
설폭사플로르	비트(뿌리)	0.05
설폭사플로르	사과	0.4
설폭사플로르	산마늘잎	10
설폭사플로르	산수유	0.9
설폭사플로르	산초(열매)	1
설폭사플로르	살구	0.3
설폭사플로르	상추	10
설폭사플로르	석류	0.3
설폭사플로르	셀러리	1.5
설폭사플로르	수박	0.3
설폭사플로르	수삼	0.05
설폭사플로르	수수	0.3
설폭사플로르	순무	0.05
설폭사플로르	시금치	3
설폭사플로르	쌀	0.2
설폭사플로르	쑥갓	10
설폭사플로르	아로니아	1.5
설폭사플로르	아마란스(씨)	1.5
설폭사플로르	아보카도	0.15
설폭사플로르	아스파라거스	0.3
설폭사플로르	아욱	10
설폭사플로르	아티초크	0.7
설폭사플로르	알	0.1
설폭사플로르	앵두	1
설폭사플로르	야콘	0.03
설폭사플로르	양배추	0.5
설폭사플로르	양상추	10
설폭사플로르	어수리	0.3
설폭사플로르	엇갈이배추	0.5
설폭사플로르	연근	0.05
설폭사플로르	엽경채류	0.2
설폭사플로르	엽채류	5
설폭사플로르	오디	1
설폭사플로르	오렌지	0.7
설폭사플로르	오미자	0.3
설폭사플로르	오이	0.5
설폭사플로르	오크라	0.7
설폭사플로르	옥수수	0.05
설폭사플로르	용과	0.2
설폭사플로르	우엉	0.05
설폭사플로르	우엉잎	1
설폭사플로르	원추리	15
설폭사플로르	유	0.2
설폭사플로르	유자	0.3
설폭사플로르	유채	5
설폭사플로르	유채씨	0.15
설폭사플로르	율무	0.2
설폭사플로르	자두	0.5
설폭사플로르	자몽	0.3
설폭사플로르	잣	0.05
설폭사플로르	조	0.2
설폭사플로르	차	1
설폭사플로르	차즈기(잎)	15
설폭사플로르	참깨	0.7
설폭사플로르	참나물	15
설폭사플로르	참외	0.5
설폭사플로르	체리	1.5
설폭사플로르	치커리	10
설폭사플로르	카카오원두	0.05
설폭사플로르	커런트	1
설폭사플로르	커피원두	1.5
설폭사플로르	케일	10
설폭사플로르	키위	0.3
설폭사플로르	토란	0.05
설폭사플로르	토마토	0.5
설폭사플로르	파	2
설폭사플로르	파슬리	10
설폭사플로르	파인애플	0.1
설폭사플로르	파파야	1.5
설폭사플로르	패션프루트	0.7
설폭사플로르	포도	2
설폭사플로르	포유류고기	0.3
설폭사플로르	포유류부산물	0.6
설폭사플로르	포유류지방	0.1
설폭사플로르	표고버섯	0.07
설폭사플로르	풋콩	2
설폭사플로르	피	0.5
설폭사플로르	피망	0.5
설폭사플로르	해바라기씨	3
설폭사플로르	허브류(생)	4
설폭사플로르	호두	0.05
설폭사플로르	호박	0.2
설폭사플로르	호박잎	15
설폭사플로르	호프	0.5
설폭사플로르	홍화씨	0.2
세닥산	가금류고기	0.01
세닥산	가금류부산물	0.01
세닥산	가금류지방	0.01
세닥산	감자	0.02
세닥산	알	0.01
세닥산	유	0.01
세닥산	포유류고기	0.01
세닥산	포유류부산물	0.01
세닥산	포유류지방	0.01
세톡시딤	가지	0.05
세톡시딤	감귤류	1
세톡시딤	감자	0.05
세톡시딤	강낭콩	0.05
세톡시딤	건삼	0.05
세톡시딤	견과류	0.05
세톡시딤	고구마	0.05
세톡시딤	고구마줄기	0.05
세톡시딤	고추	0.05
세톡시딤	고춧잎	0.05
세톡시딤	근대	0.05
세톡시딤	당근	0.05
세톡시딤	대두	0.05
세톡시딤	더덕	0.03
세톡시딤	도라지	0.05
세톡시딤	동부	0.03
세톡시딤	둥굴레(뿌리, 건조)	0.03
세톡시딤	들깻잎	0.3
세톡시딤	딸기	0.05
세톡시딤	마늘	0.05
세톡시딤	면실	0.05
세톡시딤	무(뿌리)	0.05
세톡시딤	무(잎)	0.05
세톡시딤	미나리	0.05
세톡시딤	방아잎	0.2
세톡시딤	배추	3
세톡시딤	부추	0.05
세톡시딤	비트(뿌리)	0.03
세톡시딤	비트(잎)	0.03
세톡시딤	상추	10
세톡시딤	생강	0.03
세톡시딤	수박	0.05
세톡시딤	수삼	0.05
세톡시딤	순무	0.03
세톡시딤	시금치	10
세톡시딤	아보카도	0.04
세톡시딤	양상추	10
세톡시딤	양파	0.05
세톡시딤	엇갈이배추	10
세톡시딤	오이	0.03
세톡시딤	옥수수	0.2
세톡시딤	우엉	0.03
세톡시딤	우엉잎	0.03
세톡시딤	유채씨	0.05
세톡시딤	참깨	0.05
세톡시딤	파	0.05
세톡시딤	팥	0.03
세톡시딤	풋마늘	0.05
세톡시딤	풋콩	0.1
세톡시딤	해바라기씨	0.05
세톡시딤	호두	1
세톡시딤	호박	0.05
세톡시딤	호박잎	0.05
세톡시딤	호프	0.03
스트렙토마이신	가지	0.3
스트렙토마이신	감귤	0.05
스트렙토마이신	감자	0.05
스트렙토마이신	갓	5
스트렙토마이신	강황	0.2
스트렙토마이신	고추	2
스트렙토마이신	고춧잎	7
스트렙토마이신	당근	0.05
스트렙토마이신	대두	0.05
스트렙토마이신	대추	5
스트렙토마이신	대추(건조)	10
스트렙토마이신	딸기	0.05
스트렙토마이신	레몬	0.05
스트렙토마이신	마늘	0.05
스트렙토마이신	매실	3
스트렙토마이신	무(뿌리)	0.05
스트렙토마이신	무(잎)	5
스트렙토마이신	배	0.05
스트렙토마이신	배추	0.3
스트렙토마이신	복숭아	0.7
스트렙토마이신	부추	0.3
스트렙토마이신	브로콜리	0.05
스트렙토마이신	비트(뿌리)	0.05
스트렙토마이신	사과	0.05
스트렙토마이신	살구	0.5
스트렙토마이신	상추	0.5
스트렙토마이신	생강	0.05
스트렙토마이신	수박	0.1
스트렙토마이신	순무	0.05
스트렙토마이신	쌀	0.05
스트렙토마이신	양배추	0.2
스트렙토마이신	양상추	0.5
스트렙토마이신	양파	0.05
스트렙토마이신	엇갈이배추	0.7
스트렙토마이신	엽경채류	0.3
스트렙토마이신	엽채류	5
스트렙토마이신	오이	0.5
스트렙토마이신	자두	0.2
스트렙토마이신	참깨	0.5
스트렙토마이신	체리	2
스트렙토마이신	치커리	5
스트렙토마이신	키위	0.2
스트렙토마이신	토마토	5
스트렙토마이신	파	0.07
스트렙토마이신	포도	0.05
스트렙토마이신	풋마늘	1.5
스트렙토마이신	풋콩	0.2
스트렙토마이신	피망	2
스트렙토마이신	호박	0.2
스트렙토마이신	호박잎	7
스피네토람	가금류고기	0.01
스피네토람	가금류부산물	0.01
스피네토람	가금류지방	0.01
스피네토람	가지	0.5
스피네토람	감귤	0.5
스피네토람	감자	0.05
스피네토람	갓	0.3
스피네토람	강낭콩	0.05
스피네토람	갯개미자리	3
스피네토람	갯기름나물	3
스피네토람	건삼	0.05
스피네토람	겨자채	3
스피네토람	경수채	9
스피네토람	고구마	0.05
스피네토람	고들빼기	9
스피네토람	고수(잎)	0.5
스피네토람	고추	0.5
스피네토람	고추냉이(뿌리)	0.05
스피네토람	고추냉이(잎)	1
스피네토람	구기자	0.3
스피네토람	근대	1
스피네토람	꽃송이버섯	2
스피네토람	꾸지뽕(열매)	0.2
스피네토람	냉이	3
스피네토람	녹두	0.05
스피네토람	느타리버섯	0.05
스피네토람	당귀(잎)	3
스피네토람	당근	0.05
스피네토람	대두	0.05
스피네토람	대추	0.7
스피네토람	대추(건조)	0.7
스피네토람	돌나물	3
스피네토람	동부	0.05
스피네토람	들깻잎	2
스피네토람	딸기	0.2
스피네토람	땅콩	0.05
스피네토람	레몬	0.05
스피네토람	루꼴라	9
스피네토람	마늘	0.03
스피네토람	마카(건조)	0.03
스피네토람	망고	0.05
스피네토람	매실	0.07
스피네토람	머위	0.2
스피네토람	멜론	0.2
스피네토람	무(뿌리)	0.3
스피네토람	무(잎)	2
스피네토람	무화과	0.1
스피네토람	미나리	0.7
스피네토람	바나나	0.3
스피네토람	밤	0.05
